,tokenized_column
1150,"['Omicron', 'appears', 'to', 'cause', 'mild', 'illness', ',', 'but', 'experts', 'say', 'too', 'early', 'to', 'know', 'for', 'sure', '-', 'ABC', 'News', '-', 'https', ':', '//t.co/ldapIiGfSo', 'via', '@', 'ABC']"
1151,"['@', 'ElijahSchaffer', '😂', 'new', 'affirmation', 'just', 'dropped', '“', 'Be', 'Omicron', '”']"
1152,"['@', 'HettrickMichael', 'We', 'are', 'more', 'in', 'danger', 'by', 'Lrrr', ':', 'Ruler', 'of', 'Omicron', 'Persei', '8']"
1153,"['@', 'carebearica', 'Region', 'of', 'Waterloo', 'Public', 'Health', 'is', 'investigating', 'a', 'number', 'of', 'COVID-19', 'cases', 'linked', 'to', 'two', 'hockey', 'tournament', 'outbreaks', 'that', 'are', 'believed', 'to', 'be', 'tied', 'to', 'the', 'Omicron', 'variant', '.', 'https', ':', '//t.co/l9lG4eb7L6']"
1154,"['@', 'EmmaShepherdess', '@', 'falklandstim', 'All', 'the', 'evidence', 'has', 'shown', 'that', 'Omicron', 'has', 'peaked', 'and', 'is', 'now', 'falling', '.', 'The', 'rise', 'is', 'due', 'to', 'new', 'variants', 'having', 'a', 'short', 'transmission', 'advantage', '.', 'It', 'is', 'a', 'very', 'benign', 'strain', 'thankfully', '.', 'I', 'do', ""n't"", 'read', 'journalists', 'who', 'are', 'not', 'medically', 'qualified', '.', 'I', 'follow', 'the', 'UKs', 'brilliant', 'scientists', '.']"
1155,"['@', 'ConsiderThis1', 'I', 'would', 'like', 'to', 'see', 'that', '.', 'First', 'I', 'heard', '.', 'Honestly', 'I', 'see', 'this', 'omicron', 'a', 'perfect', 'reason', 'to', 'push', 'the', 'booster', ',', 'as', 'reluctance', ',', 'explain', 'increase', 'in', 'hospitalizations', '(', 'that', 'are', 'happening', 'due', 'to', 'vax', 'injury', 'and', 'other', 'illness', 'due', 'to', 'immune', 'system', 'ruined', ')']"
1156,"['Scientists', 'fear', 'falling', 'trust', 'in', 'Boris', 'Johnson', 'could', 'harm', 'bid', 'to', 'curb', 'Omicron', 'surge', 'https', ':', '//t.co/e6iXbf2EXn']"
1157,"['@', 'AnneofKingston', '@', 'CarymaRules', 'I', 'get', 'this', 'notion', ',', 'but', 'in', 'all', 'honestly', ',', 'there', 'are', 'like', '20', 'of', 'these', 'dummies', '.', 'They', '’', 're', 'just', 'good', 'at', 'making', 'a', 'spectacle', '.', 'Omicron', 'will', 'probably', 'have', 'them', 'all', 'laid', 'up', 'in', 'the', 'next', 'few', 'weeks', '.']"
1158,"['@', 'STF_oficial', 'Paciente', 'vacinado', 'contrai', 'variante', 'Ômicron', 'sem', 'sair', 'do', 'Brasil', '☛', 'https', ':', '//t.co/KZNaqDCWG1']"
1159,"['Fact', 'Check', 'and', 'Predict', ':', 'This', 'ca', ""n't"", 'be', 'true', '?', 'Omicron', 'isgoing', 'to', 'end', 'the', 'Covid', 'Pandemic', '?', 'https', ':', '//t.co/63e75qSvct']"
1160,"['@', 'hjelle_brian', 'Next', 'couple', 'wks', 'in', 'South', 'Africa', 'will', 'be', 'critical', 'to', 'see', 'given', 'that', 'omicron', 'only', 'kick', 'off', 'two', 'wks', 'ago', '.']"
1161,"['@', '1900HO', '@', 'Karl_Lauterbach', 'Omikron', 'und', 'nicht', 'Omicron', 'aber', 'warnen', '.', 'Fakt', 'ist', 'dieses', 'Jahr', 'an', 'TBC', '10.000.000', 'Neuinfektionen', 'und', '1.000.000', 'Verstorbene', '.', 'Dr.', 'H', 'der', 'Baumschule', '.']"
1162,"['Sunday', 'shows', 'preview', ':', 'Officials', ',', 'experts', 'respond', 'to', 'omicron', ';', 'Biden', 'administration', 'raises', 'alarms', 'about', 'Russia', ',', 'China', '|', 'TheHill', '-', 'The', 'Hill', 'https', ':', '//t.co/alMoxa3Uv9', 'https', ':', '//t.co/QK9rwn8AqV']"
1163,"['“', 'COVID', 'vaccine', 'mandates', 'are', 'egregious🤬tyrannical🤬affronts', 'to', 'the', 'freedom', '&', 'amp', ';', 'liberty', 'that', 'go', 'hand', 'in', 'hand', 'w/being', 'in', 'America', '.', 'Despite', 'the', 'communist', 'left', '’', 's', 'wants', 'Americans', 'to', 'believe/liberty', '&', 'amp', ';', 'freedom', 'do', 'not', 'cease', 'to', 'matter', ',', 'even', 'in', 'the', 'presence', 'of', 'COVID/Omicron', ',', 'or', 'anything', 'else']"
1164,"['@', 'NSFMTL', 'Same', 'time', 'LOL', 'yea', 'like', 'you', 'can', 'have', 'influenza', 'and', 'covid', 'at', 'the', 'same', 'time', 'you', 'can', 'have', 'two', 'variants', 'at', 'the', 'same', 'time', '😂😂😂', 'but', 'it', '’', 's', 'only', 'for', 'a', 'short', 'space', 'of', 'time', 'as', 'omicron', 'is', 'much', 'more', 'transmittable', 'so', 'will', 'be', 'dominant', 'shortly', 'and', 'delta', 'will', 'fade', 'out', '.']"
1165,"['Stunning', 'Data', 'From', 'South', 'Africa', 'Suggest', 'Omicron', 'Might', 'Be', 'The', 'End', 'of', 'Covid', '(', 'and', 'of', 'Covid', 'vaccines', ')', 'https', ':', '//t.co/qyPEBCvjUI']"
1166,"['Omicron', 'cases', 'in', 'South', 'Australia', 'confirmed', 'as', 'locals', 'fume', 'https', ':', '//t.co/nuVkwq7p4N', 'GET', 'VACCINATED', 'NOW', ',', 'TIME', 'IS', 'RUNNING', 'OUT', 'TO', 'ENTER', 'THE', 'DRAW', 'FOR', 'A', 'FREE', 'STEAK', 'KNIFE', 'SET', ',', 'FIRST', '17', 'NEW', 'VAXXERS', 'ALSO', 'GET', 'A', '12', 'MONTHS', 'SUBSCRIPTION', 'FOR', 'FREE', 'BOOSTERS', ',', 'DO', ""N'T"", 'WAIT', ',', 'CALL', 'NOW']"
1167,"['@', 'gabs_lacentre', 'Esperando', 'ansiosa', 'tus', 'tips', 'porque', 'viajo', 'en', 'marzo', ',', 'si', 'es', 'q', 'el', 'omicron', 'no', 'arruina', 'mis', 'planes', '😐']"
1168,"['@', 'emma__jayne14', 'Boosters', 'available', 'at', '5', 'months', 'now', '.', 'But', 'yes', ',', 'you', '’', 're', 'absolutely', 'right', '.', 'My', '21', 'year', 'old', 'son', 'in', 'Melb', 'couldn', '’', 't', 'get', 'access', 'to', 'Pfizer', 'so', 'had', 'AZ', 'as', 'soon', 'as', 'he', 'could', 'in', 'August', ',', 'had', 'a', 'short', '6', 'week', 'dose', 'interval', 'as', 'recommended', 'at', 'the', 'time', 'but', 'can', '’', 't', 'get', 'booster', 'until', 'March', '.', 'Omicron', 'big', 'risk', '.']"
1169,"['Los', 'Angeles', 'County', 'Reports', 'Seventh', 'Case', 'of', 'the', 'Omicron', 'Variant', '.', 'View', ':', 'https', ':', '//t.co/q1AQSp56LJ', 'https', ':', '//t.co/zu3j3O7QDG']"
1170,"['@', 'LegalNonAlien', '@', 'Vtradez', 'Or', 'maybe', 'it', 'actually', 'sees', 'something', 'else', 'on', 'the', 'horizon', 'and', 'the', 'nothing', 'burger', 'Omicron', 'variant', 'is', 'just', 'a', 'scapegoat', 'excuse']"
1171,"['Is', 'Omicron', 'the', 'Pandemic', 'Killer', '?', '|', 'Exclusive', 'Interview', 'with', 'Dr.', 'Omar', 'Hama', '...', 'https', ':', '//t.co/HOkNOPsgtv', 'via', '@', 'YouTube']"
1172,"['@', 'SF_Moro', 'é', 'mesmo', '.', 'e', 'isso', 'impediu', 'que', 'a', 'variante', 'omicron', 'entrasse', 'no', 'Brasil', '?']"
1173,"['@', 'Robert_4242', '@', 'Karl_Lauterbach', 'Allerdings', 'macht', 'uns', 'die', 'nächste', 'Mutante', 'wie', 'omicron', 'den', 'Plan', 'wieder', 'zunichte', '.', 'Ganz', 'ehrlich', 'glaube', 'ich', ',', 'Zero', 'covid', 'Weltwelt', 'wäre', 'das', 'beste', 'gewesen', 'was', 'man', 'hätte', 'tun', 'sollen', '.', 'Aber', 'leider', 'unrealistisch', '.']"
1174,"['#', 'ओमिक्रॉन', 'की', 'जांच', 'दो', 'घंटे', 'में', 'होगी', ',', 'आईसीएमआर', 'ने', 'बनाई', 'सौ', 'फीसदी', 'कारगर', 'टेस्ट', 'किट।', '#', 'OmicronInIndia', '#', 'OmicronVirus', '#', 'Omicron']"
1175,"['@', 'passix_', '@', 'YungKermit1', '@', 'drecksuser', 'Zum', 'Omicron', 'Thema', '.', 'Lauterbach', 'sagt', 'ja', 'auch', 'das', 'es', 'für', 'Kinder', 'gefährlicher', 'ist', 'usw', '.', 'Das', 'stimmt', 'halt', 'einfach', 'nicht', 'dazu', 'kannst', 'den', 'Berliner', 'Zeitungs', 'Bericht', 'lesen', '.', 'Aber', 'diese', 'Empfehlung', 'zum', 'Booster', 'verstehe', 'ich', 'tbh', 'auch', 'nicht', 'im', 'Zusammenhang', 'mit', 'der', 'neuen', 'Variante', 'https', ':', '//t.co/XOoPuGSqK0']"
1176,"['I', 'have', 'a', 'sneaking', 'suspicion', 'restricting', 'travel', 'to', 'Africa', 'was', ""n't"", 'about', 'Omicron', '.....', 'China', 'Is', 'Turning', 'Africa', 'Into', 'a', 'Military', 'Base', 'https', ':', '//t.co/61iJYu0er1', 'via', '@', 'YouTube']"
1177,"['@', 'Zelda_C_', '@', 'rnz_news', 'Prior', '.', 'To', '.', 'Omicron', '.']"
1178,"['Omicron', 'Forces', 'Central', 'Bankers', 'to', 'Look', 'Back', 'at', 'Crisis', ':', 'Eco', 'Week', 'https', ':', '//t.co/hJrVXIDq30']"
1179,"['@', 'David12250816', '@', 'AnnastaciaMP', 'Please', 'provide', 'reputable', 'source', 'regarding', 'inability', 'of', 'omicron', 'to', 'be', 'detected', 'via', 'PCR', 'tests', '.']"
1180,"['@', 'LondonCabbie78', '@', 'vicderbyshire', 'Couldbt', 'agree', 'more', ',', 'I', 'also', 'doubt', 'we', 'would', 'have', 'the', 'Omicron', 'variant', 'if', 'people', 'had', ""n't"", 'been', 'vaccinated', '.', 'I', 'had', 'Covid', 'back', 'in', 'January', '21', ',', 'yes', 'it', 'was', 'bad', '...', 'no', 'I', 'would', ""n't"", 'want', 'it', 'again', 'but', 'I', 'damn', 'sure', 'ai', ""n't"", 'putting', 'no', 'trial', 'dodgy', 'vaccine', 'in', 'me', '.', 'I', ""'ve"", 'fought', 'it', 'once', 'and', 'I', ""'ll"", 'fight', 'again']"
1181,"['to', 'continue', 'to', 'have', 'prolonged', 'their', 'lives', 'as', 'these', 'infected', 'hosts', 'can', 'still', 'alive', 'and', 'assisting', 'the', 'Omicron', 'to', 'distribute', 'their', 'offspring', 'as', 'far', 'and', 'as', 'long', 'as', 'better', '!', '.', 'And', 'based', 'on', 'mentioned', 'above', 'reasons', 'that', 'we', 'should', 'never', 'be', 'optimist', 'to', 'see', 'most', 'infected', 'patients', 'caused', 'by']"
1182,"['@', 'VinChris246', '@', 'snowgirlct', '@', 'gmbutts', 'What', 'are', 'you', 'saying', 'that', 'based', 'on', '?', 'Follow', '@', 'sugan2503', 'for', 'latest', 'SA', 'figures', ',', 'and', 'he', 'has', 'been', 'providing', 'them', 'before', 'omicron', '.', 'Gauteng', 'positivity', 'and', 'case', 'averages', 'are', 'already', 'down', 'and', 'hosp', 'are', 'stable', '.', 'If', 'it', 'stays', 'this', 'way', ',', 'I', 'would', 'be', 'tempted', 'to', 'rejoice', 'because', 'of', 'omicron', '.']"
1183,"['You', 'know', 'what', 'else', 'would', 'protect', 'you', 'from', 'Omicron', 'Variant', '?', 'Natural', 'immunity', '.']"
1184,"['The', 'winter', 'Omicron', 'wave', 'is', 'coming', '—', 'quickly', '-', 'Axios', 'https', ':', '//t.co/KpKclPxniR']"
1185,"['Omicron', 'in', 'South', 'Africa', ':', '„', 'Hospitalization', 'for', 'severe', 'Covid', 'mainly', 'in', 'Unvaccinated', '“']"
1186,"['URGENT', ':', 'Stunning', 'data', 'from', 'South', 'Africa', 'suggest', 'Omicron', 'may', 'be', 'the', 'end', 'of', 'Covid', '(', 'and', 'of', 'Covid', 'vaccines', ')', 'https', ':', '//t.co/f2XDOkDvLL']"
1187,"['@', 'CalbertTim', '@', 'IrfanDhalla', 'I', 'guess', 'you', '’', 've', 'missed', 'the', 'news', 'that', '3rd', 'doses', 'are', '75', '%', 'effective', 'against', 'omicron', '?']"
1188,"['#', 'Omicron', 'es', 'extremadamente', 'suave', '.', 'El', 'resto', 'del', 'mundo', 'no', 'tiene', 'nada', 'que', 'temer', '.', 'SA', 'tiene', 'altos', 'niveles', 'de', 'inmunidad', 'natural', '(', '70', '%', '+', ')', 'y', 'bajas', 'tasas', 'de', 'vacunación', '(', '25', '%', 'de', 'la', 'población', 'y', '60', '%', 'de', '50+', 'están', 'completamente', 'vacunados', ')', '.']"
1189,"['COVID', 'Omicron', 'Variant', 'May', 'Have', '“', 'Significant', '”', 'Capability', 'To', 'Evade', 'Vaccine', 'Protection', '–', 'Even', 'From', 'Third', 'Dose', 'https', ':', '//t.co/NRN4T8T4RG']"
1190,"['Los', 'casos', 'de', 'Gauteng', 'ya', 'han', 'alcanzado', 'su', 'punto', 'máximo', ',', 'y', 'solo', 'hay', 'un', 'ligero', 'aumento', 'en', 'las', 'muertes', 'por', 'C-19', '.', 'El', 'total', 'de', 'muertes', 'confirmadas', 'por', 'C-19', 'de', '#', 'Omicron', 'se', 'estima', 'en', '640', 'para', 'esta', 'ola', '.', 'Gauteng', 'tuvo', '15,400', 'muertes', 'confirmadas', 'de', 'C-19', 'de', 'Delta', '.']"
1191,"['@', 'eireannachros', '@', 'nursekelsey', '@', 'phillijw', 'Omicron', 'is', 'going', 'to', 'prove', 'them', 'wrong', '.']"
1192,"['@', 'MFWitches', 'I', ""'m"", 'just', 'glad', 'McGowan', 'has', 'been', 'able', 'to', 'hold', 'off', 'on', 'opening', 'the', 'borders', '.', 'By', 'the', 'time', 'the', 'claimed', 'date', 'rolls', 'around', ',', 'the', 'facts', 'on', '#', 'Omicron', 'will', 'be', 'clear', '.']"
1193,"['@', 'shanebazzi', 'Technically', 'this', 'post', 'isn', '’', 't', 'incorrect', '.', 'Official', 'recommendations', 'for', 'COVID-19', 'vaccinations', 'regarding', 'the', 'Omicron', 'variant', 'are', 'three', 'doses', '.', 'Some', 'HCW', 'are', 'even', 'considering', '4', 'if', 'they', 'come', 'into', 'contact', 'with', 'infected', 'patients', 'frequently', '.']"
1194,"['Is', 'the', '#', 'best', '#', 'strategy', 'against', '#', 'omicron', 'to', '#', 'boost', 'with', 'the', '#', 'original', '#', 'vaccine', '?', 'After', '6', 'months', ',', 'most', 'scientists', 'says', '.', 'https', ':', '//t.co/n1Zyus3X73']"
1195,"['【今日點擊】英國：2劑疫苗對Omicron幾乎沒用', '第三劑才能有效對抗', 'https', ':', '//t.co/U14q4ga7qM', 'via', '@', 'YouTube']"
1196,"['Omicron', ',', 'symptom', 'changes', 'https', ':', '//t.co/9GStM4RKrk', 'via', '@', 'YouTube']"
1197,"['Pfizer', 'Jab', 'Is', 'Only', '23', '%', 'Effective', 'Against', '#', 'Omicron', ',', 'South', 'African', 'Study', 'Finds', 'https', ':', '//t.co/vJHh6MudEx']"
1198,"['Minha', 'vó', ':', 'bonitinho', 'esse', 'nome', 'Ômicron', 'né', ',', 'achei', 'fofo', '.']"
1199,"['En', 'de', 'Omicron', 'variant', 'geeft', 'zoals', 'we', 'ondertussen', 'weten', 'milde', 'symptomen', '.', 'Extra', 'prikken', 'is', 'dus', 'simpelweg', 'waanzin', '..']"
1200,"['The', 'most', 'wonderful', 'time', 'of', 'the', 'year', '?', 'NYC', ""'s"", 'booze-fueled', 'SantaCon', 'returns', 'after', 'one-year', 'hiatus', 'as', 'hundreds', 'of', 'maskless', 'revelers', 'flood', 'city', ""'s"", 'bars', 'despite', 'rising', 'Omicron', 'numbers', 'https', ':', '//t.co/DC2t4fmxWE']"
1201,"['Israeli', 'study', 'finds', 'Pfizer', 'COVID-19', 'booster', 'protects', 'against', 'Omicron', '-', 'Reuters', 'https', ':', '//t.co/yBXCxMYbAc', 'via', '@', 'GoogleNews']"
1202,"['Omicron', 'Effect', ':', 'ओमीक्रोन', 'वेरिएंट', 'का', 'अर्थव्यवस्था', 'पर', 'नहीं', 'होगा', 'ज्यादा', 'गंभीर', 'असर', ',', 'जानें', 'सरकार', 'ने', 'किस', 'आधार', 'पर', 'दिलाया', 'यह', 'भरोसा', 'https', ':', '//t.co/lJ6BUmYbH3']"
1203,"['And', '?', 'Omicron', ""'s"", 'risk', 'to', 'your', 'health', 'is', 'lower', 'than', 'Boris', 'Johnson', ""'s"", 'IQ', ',', 'so', 'what', ""'s"", 'the', 'issue', '?', 'https', ':', '//t.co/NSpKUuP3Rz']"
1204,"['@', 'inlightenergy', '@', 'eveforamerica', 'Early', 'studies', 'indicate', 'the', 'strain', 'may', 'cause', 'less', 'severe', 'COVID-19', 'symptoms', 'compared', 'to', 'its', 'precursor', ',', 'the', 'delta', 'variant', '.', 'WHO', 'wrote', 'the', 'following', ':', '“', 'To', 'date', ',', 'no', 'deaths', 'linked', 'to', 'Omicron', 'variant', 'have', 'been', 'reported.', '”', 'Nov', '29', ',', '2021']"
1205,"['There', 'is', 'a', 'significant', 'protection', 'from', 'the', 'booster', 'dose', ',', 'researchers', 'say', '.', '#', 'MalaysiaNow', '#', 'MNow', '#', 'MNowNews', '#', 'Israel', '#', 'COVID', '#', 'Omicron', '#', 'Pfizer', 'https', ':', '//t.co/YlvbUCdeWk']"
1206,"['Confirmados', 'tres', 'casos', 'de', 'la', 'variante', 'Ómicron', 'en', 'Gibraltar', ',', 'dos', 'de', 'ellos', 'residentes', 'Españoles', '.', 'https', ':', '//t.co/iItq2nhzOm']"
1207,"['Suspected', 'Omicron', 'case', 'visited', 'Argyle', 'House', '(', 'formerly', 'Fanny', ""'s"", 'nightclub', ')', 'in', 'Newcastle', '.', '#', 'COVID19nsw', '#', 'Newcastle', '#', 'OmicronVariant', 'https', ':', '//t.co/AL2ayNu1Dn']"
1208,"['COVID-19', 'tới', '6h', 'sáng', '12/12', ':', 'Thế', 'giới', 'gần', '270', 'triệu', 'ca', 'bệnh', ';', 'Anh', 'kỷ', 'lục', '633', 'ca', 'Omicron/ngày', 'https', ':', '//t.co/Nttb6hKSOg']"
1209,"['@', 'ryangerritsen', 'That', '’', 's', 'the', 'plan', '.', '@', 'BogochIsaac', 'today', 'saying', '-', '“', 'Look', 'out', '-', 'it', '’', 's', 'coming', '”', '.', 'News', 'reporter', 'hinted', 'at', '12,000', 'Omicron', 'cases', 'in', 'a', 'couple', 'of', 'weeks', '-', 'just', 'in', 'time', 'for', '@', 'fordnation', 'to', 'extend', 'Christmas', 'vacation', 'for', 'teachers', '.', 'Another', 'winter', 'season', 'free', 'of', 'the', 'flu', 'and', 'regular', '‘', 'colds', '’', '.']"
1210,"['Boris', 'Johnson', '’', 's', 'overreaction', 'to', 'omicron', 'variant', 'is', 'squandering', 'the', 'goodwill', 'and', 'trust', 'of', 'voters', 'https', ':', '//t.co/D0VxruXUYr']"
1211,"['Booster', 'shots', 'up', 'to', '75', '%', 'effective', 'against', 'Omicron', ',', 'UK', 'says', '-', 'Reuters', 'https', ':', '//t.co/wKMPiJ1aev', 'via', '@', 'GoogleNews']"
1212,"['33', 'Omicron', 'Cases', 'Reported', 'In', 'India', 'So', 'Far', 'https', ':', '//t.co/48T57zdUId']"
1213,"['Es', 'gibt', 'doch', 'tatsächlich', 'Menschen', ',', 'die', 'glauben', ',', 'Viren', 'wären', 'irgendwie', 'demokratisch', 'und', 'man', 'könne', 'sie', 'wegdiskutieren', 'oder', 'einfach', 'dagegen', 'sein', '.', 'Dann', 'lasst', 'uns', 'über', '@', 'realB11529', 'abstimmen', '!']"
1214,"['OMG', '#', 'Omicron', 'Scariant', '.', '🙀', '#', 'OmicronVirus']"
1215,"['@', 'wayne__kearns', '@', 'HelenMc58383484', 'New', 'England', 'journal', 'of', 'medicine', 'says', 'the', 'vax', 'is', 'only', '20', '%', 'effective', 'after', '5', 'months', '..', 'that', ""'s"", 'with', 'delta', '.', 'You', 'think', 'it', ""'s"", 'going', 'to', 'help', 'against', 'Omicron', 'with', '32', 'mutations', 'on', 'the', 'spike', 'protein', '?', '🤣😂🤣😂🤣😂😂🤣', 'https', ':', '//t.co/kd6jbapjNI']"
1216,"['@', 'VictorianCHO', 'Pf1zer', 'need', 'to', 'cover', 'losses', 'for', 'changing', 'manufacturing', 'strategy', 'to', 'Omicron', ',', 'so', 'fast', 'tracking', 'means', 'they', 'can', 'bring', 'forward', 'Delta', 'boosters', '(', 'which', 'only', 'had', 'evidence', 'for', 'Alpha', ')', 'and', 'start', 'rolling', 'out', 'Omicron', 'sales', 'strategy', 'campaign', '.', 'Get', 'ready', 'for', 'the', 'duo-paralell', 'booster', 'program', '!']"
1217,"['@', 'haigh_jimmy', '@', 'business', 'More', 'often', 'then', 'not', 'over', '90', '%', ',', 'when', 'viruses', 'mutate', ',', 'since', 'its', 'what', 'viruses', 'do', ',', 'if', 'you', 'payed', 'any', 'attention', 'in', 'school', ',', 'mutate', 'in', 'less', 'dangerous', 'https', ':', '//t.co/4YOOMGy0NL', 'this', 'case', 'its', 'a', 'good', 'https', ':', '//t.co/z4pmxOygjX', 'far', '?', 'Its', 'been', 'a', 'month', 'almost', ',', 'since', 'Omicron', 'discovered', '.']"
1218,"['@', 'PrisonPlanet', 'Unfortunately', ',', 'we', 'are', ""n't"", 'likely', 'to', 'see', 'any', 'acknowledgement', 'of', 'this', 'from', 'the', 'vax', 'obsessed', 'media', ',', 'health', '``', 'officials', ""''"", 'and', 'their', 'benefactors', '.', 'It', 'will', 'be', 'vax-vax-vax', '!', 'Worst', 'thing', 'we', 'could', 'do', 'would', 'be', 'omicron', 'specific', 'vax', '.', 'Would', 'further', 'drive', 'immune', 'escaping', 'mutations', '.']"
1219,"['@', 'MortisNostre', '@', 'DobroMichael', '@', 'adamsmiller', 'With', 'this', 'disclaimer', '.', 'Also', 'not', 'what', 'they', 'are', 'finding', 'with', 'omicron', '.', 'https', ':', '//t.co/U2vUGOOZBo']"
1220,"['@', 'JohnQPu89467838', 'Omicron', 'is', 'from', 'forward', ';', ')']"
1221,"['@', 'DrEricDing', '@', 'GosiaGasperoPhD', 'On', 'this', 'topic', '@', 'DrEricDing', ',', 'the', 'UKHSA', 'have', 'now', 'revised', 'the', 'Omicron', 'doubling', 'rate', 'down', 'to', '2', 'days', 'here', '!', 'https', ':', '//t.co/Z43Yf03OQn']"
1222,"['Looks', 'like', 'Santa', 'has', 'arrived', 'early', 'this', 'year', '.', 'Good', 'fortune', 'with', 'omicron', 'https', ':', '//t.co/Sp0EVLf6Jf', 'via', '@', 'YouTube']"
1223,"['@', 'yoshforbangtan', 'see', 'you', 'next', 'year', 'mukhang', 'totoo', 'na', 'ito', '.', 'binabasa', 'ko', 'omicron', 'mukhang', 'kaya', 'natin', 'ito', '(', 'wow', 'scientist', '?', ')', 'optimistic', 'na', 'sana', 'mas', 'ok', 'na', 'next', 'year', '!']"
1224,"['Omicron變種威脅大', '紐約強制室內戴口罩', '(', '圖', ')', 'https', ':', '//t.co/iGoK7qoKq6']"
1225,"['29', 'US', 'States', 'Have', 'Confirmed', 'Omicron', 'Variant', 'Cases', ',', 'Most', 'Among', 'Vaccinated', 'READ', ':', 'https', ':', '//t.co/A7ELYqIIbi', '@', 'BREAKINGHEADLINES', 'https', ':', '//t.co/4S9UYhsHFi']"
1226,"['Top', '3', 'Tekno', 'Berita', 'Kemarin', ':', 'Citra', 'Satelit', 'Puncak', 'Semeru', ',', 'Oksigen', 'Pasien', 'Omicron', 'https', ':', '//t.co/8VnmripbpH', '#', 'TempoTekno']"
1227,"['@', 'MaximeBernier', '@', 'peoplespca', 'Not', '1', 'rerecorded', 'death', 'in', 'the', 'entire', 'world', 'from', 'the', 'Omicron', 'variant', 'as', 'of', 'Dec', '10th', '2021', 'https', ':', '//t.co/zSmb0wCGdt']"
1228,"['@', 'CTVNews', 'Tell', 'me', 'again', 'how', 'you', '’', 're', 'a', 'credible', 'news', 'source', 'when', 'Israel', 'only', 'has', '55', 'total', 'cases', 'of', 'Omicron', 'and', 'your', 'suggesting', 'this', '“', 'study', '”', 'is', 'legit', '?']"
1229,"[""'Three"", 'shots', 'of', 'Pfizer', 'COVID', 'vaccine', '4x', 'less', 'effective', 'against', 'Omicron', ""'"", '-', 'The', 'Jerusalem', 'Post', 'https', ':', '//t.co/ac9jxL5DhR', 'via', '@', 'GoogleNews']"
